post_title,post_name_en,post_content,post_status,post_type,location,operating_org,project_link,geographic_region,recruitment_cycle,target_audience,latitude,longitude,coordinate_source
נשות ירושלים,The Women of Jerusalem,"""נשות ירושלים"" היא תוכנית מנהיגות ומדיה המפתחת הבנה הדדית בין נשים חרדיות, חילוניות וממזרח העיר. המיזם בונה רשת של מנהיגות נשית המשתמשת בכלי תקשורת ודיאלוג כדי לקדם זהות משותפת והובלת שינוי חברתי.",publish,project,מזרח ומערב ירושלים,0202 נקודת מבט מירושלים,https://drive.google.com/file/d/1ojStM7BpIii8QLctyG5MIKA16FmcDOri/view?usp=drive_link      https://www.facebook.com/0202updates   https://0202updates.org/,ירושלים,מחזור ה,נשים | יהודים וערבים,31.774375,35.234442,
ערבות,Arvut,"תוכנית ערבות היא תוכנית מנהיגות לסטודנטים שמגיעים מרקעים ומערכות חינוך שונות. התוכנית מקנה ביסוס רעיוני, כלים ותיאוריה יהודית על צדק חברתי וזהות יהודית-חברתית",publish,project,מקומות שונים בירושלים ובמרכז למורשת יהדות סלוניקי בבר אילן.,מעגלי צדק,https://www.facebook.com/MaagaleiTzedek?mibextid=LQQJ4d,ירושלים,מחזור ה,צעירים וסטודנטים,31.780359,35.206738,
קבוצות לימוד בין דתיות,Interfaith study groups,"הפרוייקט פונה לסוכני שינוי בעלי יכולת השפעה במעגלים רחבים בחברה הישראלית. קהל יעד זה כולל: רבנים, מחנכים, אימאמים, שייח'ים וראשי כנסיה וקהילות בישראל.",publish,project,"המיזם יפעל בפריסה ארצית על בסיס שלוש קבוצות עבודה מרכזיות, מתוכן שתיים תפעלנה באופן אזורי (כגון בצפון ובדרום) ואחת תפעל באופן כלל-ארצי ותתפקד גם כועדת ההיגוי של המיזם.מקומות המפגש הפיזיים יבחרו בהמשך בהתאם להעדפות המשתתפים והמשתתפות",המרכז הבין דתי אור התורה,https://www.facebook.com/profile.php?id=61557545967137&locale=he_IL,ירושלים,מחזור ה,דתיים וחילונים,31.750144,35.201941,
שותפות בתנועה,Partnership in Movement,"מיזם משותף לארגון אג'יק ותנועת הצופים, במסגרתו רכזים משני הארגונים עוברים קורס הנחיית דיאלוג במהלך השנה ומובילים מפגשים משמעותיים בין קבוצות יהודיות וערביות ברחבי הארץ, של חניכי תנועות הנוער ושנות מעבר יחד עם מתנדבי שנת שירות. במסגרת המפגשים הקבוצות יוצרות מיזמים משותפים לטובת האזור בו הם חיים.",publish,project,פרויקט ארצי,אג'יק מכון הנגב ותנועת הצופים,https://ajeec-nisped.org.il/?page_id=22053&lang=en,דרום,מחזור ה,נוער וילדים | אנשי מקצוע ופעילים,31.256361,34.814525,
שכנות טובה,Good Neighborship Project,"מפגש חודשי לאורך שנת הלימודים של בני ובנות נוער בדואים-יהודים החיים בהר הנגב. סדרת המפגשים מבוססת על ערכים משותפים ומטרתה להקטין זרות, לסלק דעות קדומות וגילויי גזענות, וליצור קשרים חברתיים חוצי מגזרים בין המשתתפים ובין הקהילות שלהם.",publish,project,"אזור הר הנגב (בין מדרשת בן גוריון למצפה רמון). הפעילות מתקיימות בישובי הר הנגב, יהודים ובדואים, על מנת להכיר את החיים, התרבות והמנהגים המאפיינים את הקהילות בישובים השונים.","קשת- קהילה , תרבות , סביבה",https://keshet.org.il/projects/good-neighborliness/   https://keshet.org.il/en/projects/good-neighbor-ship-project/,דרום,מחזור ה,נוער וילדים | יהודים וערבים,30.736434,34.806579,
תוואסול - מתחברים,"Tawasel (Arabic for connected) - An inspiring, hopeful Bedouin experience.","מיזם ""תוואסל"" של עמותת Desert Stars מחבר בין מנהיגות צעירה בחברה הבדואית לחברה הישראלית הרחבה לקידום דיאלוג ושותפות בנגב. באמצעות היכרות מעמיקה עם אתגרי האזור, התוכנית מחזקת את האמונה בשותפות יהודית-ערבית כבסיס לשינוי חברתי בר-קיימא.",publish,project,"מקומות רבים ברחבי הנגב, או הרצאות במקום משלכם.",כוכבי המדבר,https://www.desertstars.org.il/homepage-english,דרום,מחזור ה,יהודים וערבים | נוער וילדים,31.104235,34.879645,
ביחד למען משאב אזורי - שותפות להצלת ים המלח,Together for a Regional Treasure - Partnership to Save the Dead Sea,"הפרויקט מתמקד ביצירת קהילת מאבק רב-תרבותית להצלת ים המלח, תוך שילוב צעירים יהודים וערבים בשיתוף פעולה סביבתי וקידום דיאלוג בין-תרבותי",publish,project,ים המלח,מגמה ירוקה,https://www.green.org.il/,דרום,מחזור ה,צעירים וסטודנטים | יהודים וערבים,30.984931,35.35489,
"בניא (bunya) – לומדים לתקשר, להכיר ולהתחבר – הכשרת פעילים חברתיים",Binaya - Social activists learn to communicate,"הכשרת פעילים חברתיים בארץ לקידום הקשבה, שפה ועבודה משותפת בשגרה ובמצבי קיצון",publish,project,ירושלים,מדרסה - לומדים לתקשר,www.madrasafree.com,ירושלים,מחזור ה,יהודים וערבים | אנשי מקצוע ופעילים,31.764503,35.222947,
ג’ודו עם שכנים,Judo with neighbors,"הפרויקט מחבר בין ילדים ונוער ממועצות שכנות יהודיות וערביות דרך ענף הג'ודו, במטרה לבנות תשתית ספורטיבית משותפת בנגישות שווה. באמצעות אימונים ומפגשים, המיזם רותם את ערכי הספורט לאיחוד בין הקהילות, לחיזוק הקשרים ולקידום כבוד הדדי.",publish,project,"אימוני הג'ודו מתקיימים במועדון הג'ודו שבקיבוץ עין דור. אימוני החשיפה ואימונים מיוחדים מתקיימים במתנ""ס בכפר מצר. הפעילות החברתית הנוספת מתקיימת במוזיאון עין דור.","מ.א עמק יזרעאל, מוזיאון עין דור ומתנ""ס בוסתן אל מרג' שהוא ארגון הגג של המיזם.",,צפון,מחזור ה,נוער וילדים |יהודים וערבים,32.659913,35.425806,
"חברתי - ארץ, עיר, שכונה ובית","Our community - country, city, neighborhood and home",תערוכה פעילה של אמנים ישראלים במסגרתה מוצגות יצירות העוסקות בתמה חברתית ובערכים של הקשבה וסובלנות תוך כבוד ושמירה על ייחודיות של כל קהילה. לצד היצירות המוצגות בתערוכה משולבות פעילויות חינוכיות למבקרים במטרה לגשר על פערים חברתיים ולקדם שיח סובלנות והדהוד חשיבותה של האחדות,publish,project,"בגלריה במרכז אמנויות ע""ש אפטר-ברר, מעלות תרשיחא עם אפשרות הנדדת התערוכה למקומות נוספים ברחבי הארץ","מרכז אמנויות וגלריה ע""ש אפטר-ברר, מעלות-תרשיחא", www.artsmaalot.com,צפון,מחזור ה,נוער וילדים | יהודים וערבים,33.013626,35.285812,
מקהלת ראנה- מקהלת הנשים הערבית-יהודית ביפו,Rana Choir,"מקהלת ""ראנה"" מיפו מפגישה נשים מוסלמיות, נוצריות ויהודיות ליצירת גשר תרבותי דרך שירה ודיאלוג נשי משותף. באמצעות רפרטואר רב-לשוני ומופעים, המקהלה מציגה מודל לחיים משותפים ומבטאת תקווה לשלום ולשותפות גורל אנושית.",publish,project,יפו,מרכז פליציה בלומנטל למוזיקה,https://ranachoir.com/en/home-page-english/ ,מרכז,מחזור ה,נשים | יהודים וערבים,32.073121,4.77124,
פיתוח תוכן יעודי להכשרות מורים בתחום שיקום היחסים בין קבוצות בחברה הישראלית,Promoting education to reduce prejudice and racism,"פיתוח יחידת תוכן וכתיבת חוברת למורה בעברית ובערבית בהושא דעות קדומות וגזענות, שיוטמעו בכל הכשרות מצמיחים המשותפות למורים יהודים וערבים המתקיימות מדי שנה",publish,project,"מוסדות אקדמיים להכשרת מורים, מרכזי פסג""ה ומה""דים בכל רחבי הארץ.",מצמיחים-המרכז להפחתת אלימות בבתי ספר,https://matzmichim.org.il,מרכז,מחזור ה,יהודים וערבים | אנשי מקצוע ופעילים,32.078932,34.885549,
שותפות ערבית-יהודית חוף הכרמל - ארוע אופני שטח בפרדיס,The Arab-Jewish Carmel villages partnership,"פעילות קהילתית באזור חוף הכרמל, שהוקמה בעקבות אירועי מאי 2021, במטרה ליצור קהילה אקטיביסטית ערבית-יהודית משותפת. המיזם מקיים מגוון אירועי תרבות, ספורט וסיוע לנזקקים, הפועלים לחיזוק השותפות ושיפור המצב המשותף באזור",publish,project,"בכל מרחב הפעילות. המרכז לאירועים שלנו הוא מתחם המעיין באזור התעשייה מעיין צבי, אך אירועים מתרחשים בפרדיס, ג'יסר א זרקא ועוד.",עמותת מבט,https://www.facebook.com/shirakarmel/?paipv=0&eav=AfbE6zcBnTCCKVjFPo08bBCu39a-GiF-Ozxdb9_mRv7A44uWa3yBZo8cLi7BReqf5mM&_rdr,כרמל,מחזור ה,יהודים וערבים | קהל מגוון,32.606547,34.94035,
המשך - אקלים של אחדות,Climate of Unity,"קהילות צעירים המורכבות מחילוניים ודתיים, אשר לומדות, עוסקות ופועלות בתחום הקיימות. הקהילה מקיימת אירועי תרבות הפתוחים לקהל הרחב, ערבי לימוד, סדנאות, קבלות שבת, ארוחות שישי וסמינרים. בנוסף, חלק מחברי הקהילה לוקחים על עצמם משימה חינוכית ועוסקים בקידום מנהיגות סביבתית במסגרות קדם צבאיות ברחבי הארץ.",publish,project,,,,ירושלים,מחזור ה,צעירים וסטודנטים | דתיים וחילונים,31.779247,35.214493,
הליכות דאלוגיות במרחב השכונתי / עירוני BEDO,Paving the Way,"פיתוח היכולת להוביל צוותים וקבוצות במציאות מקוטבת, דרך היכרות עם עקרונות וכלים מגישת ה-U, הנגשת הכלים באופן מותאם ליישום מיידי, ופיתוח תובנות של המשתתפים ביחס לעצמם ולמרחב שבו הם פועלים.",publish,project,,,,מרכז,מחזור ה,אנשי מקצוע ופעילים,,,
חממה לחיים משותפים בארגוני הנוער,The Shared Society Incubator in Youth Organizations,"התוכנית מקדמת לכידות חברתית וחיים משותפים בארגוני נוער דרך למידה עיונית ויישום פרויקטים שנתיים בשטח. באמצעות הקמת ""מיני חממה"" ופיתוח פדגוגיה ייעודית, המיזם מטמיע ערכי שותפות בקרב בעלי תפקידים להרחבת ההשפעה בארגון.",publish,project,,,,מרכז,מחזור ה,נוער וילדים,,,
חממת יזמות תרבות-תיירות לנשים יוצרות בחברה הבדואית בנגב סטודיו משלך,Studio Mishelach - The center of Women's Art  in Jerusalem,"""סטודיו משלך"" הוא מרחב וקהילה לנשים אמניות המקדם שיח רב-תרבותי ושינוי חברתי דרך אמנות עכשווית ופרויקטים במרחב הציבורי. המרכז מציע גלריה, סדנאות ותוכנית מנטורינג ייחודית לקידום אמניות מהמגזר החרדי, הערבי והבדואי ליצירת גשרים בין אוכלוסיות בירושלים.",publish,project,,,,מרכז,מחזור ה,נוער וילדים | נשים,,,
מעגלי חיכאיאת (סיפורים),Maagaley Hikayat - Jewish and Arab women tell a new story in the Galilee,"מיזם ""חיכאיאת"" מחבר בין נשים דרך אמנות סיפור הסיפורים, הכשרות מקצועיות ותיעוד סיפורי ""חיים משותפים"" בעברית ובערבית. בשנת 2025 יתרחב המיזם להקלטת פודקאסטים, תחרויות כתיבה והקמת ""אוהל מספרות"" בפסטיבלים לקידום דיאלוג רב-תרבותי.",publish,project,,,https://hikayat.co.il/,מרכז,מחזור ה,נשים | יהודים וערבים,,,
מעגל סבאיא –  מעגל נשים שותפות,Sharaka - Women's circle Partnership,"מעגלי נשים לסטודנטיות יהודיות וערביות ממכללת תל חי. הפעילות כוללת גם סמינר, מפגש עם קבוצות אחרות, סיורי העמקה ושותפות ברשת הבוגרים של תוכניות ""זרעים של שותפות""",publish,project,,,,מרכז,מחזור ה,צעירים וסטודנטים,,,
נפגשים בשבילי אברהם אבינו,Meeting on the paths of Abraham our father,"מפגש והכרות מעמיקה של השפה, התרבות והמסורות הערבית לצעירים יהודים מקהילות שמרניות",publish,project,,,,מרכז,מחזור ה,צעירים וסטודנטים | יהודים וערבים,,,
על המקאם הזה: אמנות התרגום כאפשרות למפגש,Al Hamakam Haze (About this Place): Finding common ground through the Art of Translation,"על המקאם הזה היא תוכנית שנתית שמטרתה מפגש פואטי קבוע ומתמשך בין יוצרים ערבים ויהודים, שימוש בפרקטיקות התרגום ככלי לדיאלוג דו לשוני עמוק והיכרות רחבה יותר עם שתי השפות.",publish,project,,,,מרכז,מחזור ה,יהודים וערבים,,,
שיח נשי יהודי מוסלמי  יוזמות תקווה,Women envision hope,הקמת קבוצות מקומיות של נשים יוזמות תקווה ועשייה קהילתית מותאמת לשטח,publish,project,,,,מרכז,מחזור ה,נשים | יהודים וערבים,,,
שוף אל נוף - מיזם טיולים משותפים,Shouf el Nof - Community-Based Cultural Heritage Tourism Development,"15 יזמים חברתיים, יהודים וערבים, ישתתפו בתוכנית לפיתוח תיירות קהילתית ויקיימו סיורים רב-תרבותיים באזור חוף הכרמל, זכרון יעקב והסביבה. היזמים יובילו סיורי פיילוט ויקימו מערך שיווק משותף שמטרתו לחזק ולספר את הנרטיב האזורי המשותף.",publish,project,,,,מרכז,מחזור ה,יהודים וערבים | אנשי מקצוע ופעילים,,,
שכונת הפסיפס,Mosaic Neiborhood,"הפרויקט מציע יצירת פסיפסים קהילתיים ומשפחתיים המבטאים זהויות מגוונות לצד חיבור לזהות משותפת אחת. היצירות יוצגו במרחב הציבורי ויהפכו את השכונה למוקד של גאווה מקומית, עניין ותחושת שייכות עירונית ולאומית.",publish,project,מוזיאון פסיפס לוד,"אדרבה לוד המרכז למורשת התנאים ע""ר  מוזיאון פסיפס לוד - מוניקס",,מרכז,מחזור ו,קהל מגוון,,,
חִבּוּרֵי יַלְדוּת,Early Childhood Bonds,"מיזם ""חיבורי ילדות"" נועד לחזק את הלכידות החברתית בין הקהילות והצוותים החינוכיים בישראל דרך התמקדות במשותף. המיזם כולל מפגשי צוות ואירועי שיא עם הורים וילדים סביב נושאי ילדות נוסטלגיים כמו משחקים, שירים וחלומות",publish,project,"מיזם ""חיבורי ילדות"" פועל במעונות יום, צהרונים ומרכזי הורות ומשפחה של החברה למתנ""סים, 10 קבוצות בפריסה ארצית.",האגודה לעידוד מרכזים קהילתיים בישראל,https://www.matnasim.org.il/program/bakehila,מרכז,מחזור ו,נוער וילדים | יהודים וערבים | אנשי מקצוע ופעילים,,,
במה משותפת - תיאטרון לקירוב לבבות,shared stage- atheater that bring hearts closer,מפגשים של קבוצת ילדים יהודים וערבים שיצרו יחד בתהליך קבוצתי ויצרו יחד,publish,project,תיאטרון אלמינא החדש בנמל יפו . תיאטרון עם חזון במטרה לעורר השראה ולגשר ולתווך למען קיום משותף דרך אמנויות הבמה,עמותת אלמינא - בית ליוצרים,www.elminajaffa.com,מרכז,מחזור ו,נוער וילדים | יהודים וערבים,32.051297,34.74933,
אקוסיסטם הבוסתן לתמיכה בחברה משותפת,Bustan,"מיזם ""הבוסתן"" פועל לביסוס קהילה ומנהיגות ערבית-יהודית משותפת בנוף הגליל באמצעות מפגשים ואירועים קהילתיים. המיזם בונה שותפויות רב-מגזריות עם גופי ממשל, אקדמיה וחברה אזרחית כדי ליצור מערכת תומכת לחברה משתפת.",publish,project,נוף הגליל,"תיקון- מרכז לחינוך, מפגש ושינוי חברתי",https://www.facebook.com/bustan.sharedcommunity/?locale=he_IL,צפון,מחזור ו,נוער וילדים | נשים,32.717647,35.34611,
לחיות ביחד,living Together,"הפרויקט יוצר רצף של מפגשי העמקה, סדנאות על זהות ותרבות, ביקורים הדדיים, ולבסוף פרויקט חברתי משותף שנבחר ומבוצע יחד על ידי המשתתפים - תרומה מוחשית לחברה, המדגישה את הערכים של שותפות, אחריות ואזרחות פעילה.",publish,project,"צפון הארץ, יבנה",נוער מוביל שינוי,://aharai.org.il /,צפון,מחזור ו,נוער וילדים | יהודים וערבים,32.795866,35.332191,
רוקמות שותפות,"“Embroidering Partnership""","המיזם מפגיש נשים בדואיות רוקמות, מעצבות מפולין וסטודנטים משנקר לעיצוב  קולקציית אופנת עילית משותפת, תוך עבודה משולבת ב”הנגריה” ביד מרדכי ובכפרים הבדואיים. הפעילות כוללת עיצוב, תפירה, תערוכות, סדנאות והרצאות המקדמות דו-קיום, שימור מורשת והעצמה קהילתית",publish,project,קיבוץ יד מרדכי,תוויתא מנגינה,,דרום,מחזור ו,צעירים וסטודנטים | נשים | יהודים וערבים,31.587409,34.560902,
נוער מוביל תרבות,Youth Culture Leadership Program,"נוער מוביל תרבות היא תוכנית שנתית לטיפוח בני ובנות נוער בעלי זיקה לתרבות ולאמנות, במטרה להכשירם כיזמים/ות ומנהיגים/ות בתחום. במהלך התוכנית המשתתפים זוכים להיכרות מעמיקה עם עולם התרבות באמצעות מפגשים עם יוצרים, סדנאות, הרצאות וסיורים, ולומדים כיצד להוציא לפועל יוזמות תרבות מהרעיון ועד הביצוע.",publish,project,"מקום לשירה: סירקין 5, חיפה",מקום לשירה & דרך רוח,https://bit.ly/4gFUONC,כרמל,מחזור ו,נוער וילדים | אנשי מקצוע ופעילים,32.800626,35.002014,
חינוך לשותפות - רשויות שכנות,Education for Partnership - Neighboring Municipalities,"תוכנית ""חינוך לשותפות"" מחברת בין רשויות יהודיות וערביות סמוכות בנגב ליצירת אמון והבנה הדדית בקרב הנהגות ואנשי חינוך. השלב הבא במיזם מרחיב את הפעילות למפגשים ישירים בין תלמידים בבתי הספר לקידום סובלנות וחיים משותפים.",publish,project,רהט + מ.א. בני שמעון + מרחבים ערד + כסיפה רח'מה + ירוחם,אג'יק - מכון הנגב,https://ajeec-nisped.org.il/?page_id=16336,דרום,מחזור ו,נוער וילדים | אנשי מקצוע ופעילים,31.362759,34.743899,
מסע בית הלל,The Bus,"קבוצה של דתיים וחרדים, נשים וגברים, תצא למסע ישראלי משותף לבניית שיח ישיר ולמידה משותפת על קבוצות וסוגיות מרכזיות בהוויה הישראלית",publish,project,רחבי הארץ,ארגון רבני ורבניות בית הלל,https://beithillel.org.il/,מרכז,מחזור ו,דתיים וחילונים | אנשי מקצוע ופעילים,31.862965,34.782832,
חברה משותפת - המודל המקומי,Shared Society  -The Local Model,מספקים לרשויות כלים מעשיים ומסגרת מלווה לקידום יחסי ערבים-יהודים סביב סוגיות היום-יום,publish,project,רחבי הארץ,שיטה - מכון למדיניות מקומית,https://shittah.org/,מרכז,מחזור ו,יהודים וערבים,32.230375,34.906956,
כפר סטודנטים יהודי-ערבי,Jewish-Arab Students' Village,"כפר הסטודנטים היהודי ערבי בבאר שבע מבקש לנצל את ההזדמנות הייחודית של השלב הסטודנטיאלי בו יהודים וערבים יושבים זה לצד זה על ספסל הלימודים בכדי ליצור היכרות, דיאלוג מעמיק ושותפות במרחבי פעולה שונים.",publish,project,באר שבע,דרכים,https://hechalutz.com/programs/studenttogether/,דרום,מחזור ו,צעירים וסטודנטים | יהודים וערבים,31.271514,34.773421,
יוצרים עתיד: חינוך אזרחי לדמוקרטיה בהכשרה להוראה,Shaping the Future: Civic Education for Democracy in Teacher Education,"מיזם ""יוצרים עתיד"" מכשיר אנשי חינוך לקידום חברה אזרחית מעורבת דרך מפגש בין סטודנטים להוראה מכלל המגזרים. יחד, הם פועלים בזירה חינוכית משותפת לעיצוב פני החברה ולחיזוק המרקם החברתי בישראל.",publish,project,כל הארץ,בר קיימא,https://www.facebook.com/profile.php?id=61571704450666,מרכז,מחזור ו,צעירים וסטודנטים,31.825432,34.844561,
"מועדון האופניים הקהילתי ""המסלול יפו""",Ha-Maslul Jaffa – community cycling club,"מועדון האופניים הקהילתי ""המסלול יפו"" – המועדון הינו גשר מקצועי לענף ספורט האופניים עבור קהילת תושבי יפו והסביבה, מרכז פעילות פנאי ומרחב חינוכי לתוכניות רכיבה והכשרה לילדים, בני נוער ומבוגרים מכל קשת האוכלוסייה",publish,project,נמל יפו,חץ ומטרה (המסלול ),https://www.hamaslul.com/,מרכז,מחזור ו,נוער וילדים | נשים | יהודים וערבים,32.040365,34.770048,
אנסמבל הנוער של הגליל של תזמורת ירושלים מזרח ומערב,The Galilee Youth Ensemble – Jerusalem East & West Orchestra”,"מיזם מוזיקלי של תזמורת ירושלים מזרח ומערב המטפח מצוינות ושותפות בין נוער יהודי וערבי בגליל המערבי. המשתתפים לומדים שפה מוזיקלית המשלבת מזרח ומערב, תחת הנחיית נגני התזמורת, בדרך לקונצרט משותף בעכו.",publish,project,",ירושלים, באר שבע, יפו, צפון אזור הגליל המערבי – ועכו.",תזמורת ירודשלים מזרח ומערב,https://www.jerusalem-orchestra.co.il,צפון,מחזור ו,נוער וילדים | יהודים וערבים,32.88583,35.168324,
מובילות חיבור,Women Leading Connection,"מובילות חיבור' פועלת לפיתוח מנהיגות נשית מגשרת, שתפעל לקידום לכידות חברתית באמצעות קורסי גישור רב-תרבותיים, סיורים, ליווי ארגונים בתהליכי גיוון והכללה ומנטורינג בין-תרבותי. החזון: נשים ממגזרים שונים מובילות לצמצום הקיטובבחברההישראלית",publish,project,ארצית,קמח קידום מקצועי חרדי,http://www.movilot.org.il/,מרכז,מחזור ו,נשים | דתיים וחילונים,,,
גשרים של הכרות,Bridges of Understanding,"פעילויות גיבוש וחיבור בין שני המגזרים להורדת מחסומים, חששות ויצירת הכרות",publish,project,לוד,הקרן לפיתוח לוד,https://www.lodfoundation.org/,מרכז,מחזור ו,נוער וילדים | יהודים וערבים,31.967555,34.90707,
זורנא - קולקטיב ארטיביסטי יהודי ערבי לתרבות ולשינוי,Zurna,"זורנא מאגדת ארגוני תרבות ואמנים יהודים וערבים לקידום חיים משותפים בישראל.הקהילה מפתחת רשת מקצועית, מאגר נתונים, שיתופי פעולה ופעולות ציבוריות לשינוי תרבותי וחברתי.",publish,project,"פעילויות מתקיימות בפריסה רחבה ברחבי ישראל, בדגש על ערים מעורבות (תל אביב - יפו, ירושלים, חיפה וכו').",מרכז פליציה בלומנטל למוסיקה,https://www.idantoledano.com/zurna,מרכז,מחזור ו,יהודים וערבים | אנשי מקצוע ופעילים,32.040874,34.759576,
"שיפור מערכות יחסים בחברה מגוונת ומקוטבת בדרך ה-U; התוכנית: ""לפלס דרכים""",Paving the Way:Equipping Israel’s Civic/Social Leaders with the Tools to Bridge Divides,,publish,project,"הקורס נערך בתל אביב, בהשתתפות ארגונים מכל הארץ",,,מרכז,מחזור ו,אנשי מקצוע ופעילים,,,
ספריה דו לשונית ערבית – עברית בלוד לעידוד קריאה בגיל הרך,Bilingual Library for Children in Yeruham - Rahma,,publish,project,טיפת חלב ירוחם המשרתת משפחות בכפר הלא מוכר רחמה,,,דרום,מחזור ו,קהל מגוון,30.992918,34.934345,
עוטף דג- כיתות האמן הטיפוליות של 100 דגים- הדג נחש,Hadag embraces,,publish,project,"יישובי עוטף עזה, צפון, שרון, מרכז",,,דרום,מחזור ו,נוער וילדים,31.455773,34.546861,
אדבר איתך - שתי שפות. אהבה אחת.,I Shall Speak to You,,publish,project,רחבי הארץ,,www.rev-orch.com,מרכז,מחזור ו,נוער וילדים,,,
מכוונים גאווה,Kivunim Pride,,publish,project,"חיפה ,מרכז וזום (קבוצה ארצית)",,,כרמל,מחזור ו,"להט""ב | מוגבלויות | צעירים וסטודנטים",,,
מעגלי נשים סבאיא,Sabaya circles,,publish,project,חיפה,,,כרמל,מחזור ו,נשים | יהודים וערבים,,,
הכשרת מנחים ופיתוח תוכן להפחתת דעות קדומות וגזענות,Facilitators Training and Developing Content to Reduce Prejudice and Racism,,publish,project,תוכן הסדנאות להפחתת גזענות מופעל באופן ארצי רחב,,,מרכז,מחזור ו,נוער וילדים | אנשי מקצוע ופעילים,,,
בניית שדה השיח הבין-דתי בישראל,Building the field of interfaith and Middle Eastern dialogue,,publish,project,"ישראל והמזרח התיכון, המטה נמצא בירושלים",,,ירושלים,מחזור ו,אנשי מקצוע ופעילים,,,
נשות הדבש של נחל ציפורי,The Honey Women of the Tzipori Strem,,publish,project,מגוון ישובים בנחל ציפורי,,,צפון,מחזור ו,נוער וילדים | נשים,32.749551,35.206871,
"חמ""ל התרבות בנגב – מקדמים תרבות משותפת",,,publish,project,,,,דרום,מחזור ו,קהל מגוון,31.386117,34.671278,
"בוניה (bunya) ) – לומדים לתקשר, להכיר ולהתחבר",Bunya,,publish,project,ירושלים,,,ירושלים,מחזור ו,אנשי מקצוע ופעילים,,,
